loss,val_loss
0.5968254804611206,0.3483104109764099
0.45669788122177124,0.33624160289764404
0.3852207064628601,0.4356190264225006
0.4096660614013672,0.2645092308521271
0.366902232170105,0.28787627816200256
0.366318941116333,0.2321607768535614
0.3490312099456787,0.22614330053329468
0.3390214741230011,0.22094808518886566
0.33890581130981445,0.20202785730361938
0.32680371403694153,0.19416333734989166
0.31929391622543335,0.1879047006368637
0.3160460889339447,0.1824456751346588
0.31256815791130066,0.17670215666294098
0.30680063366889954,0.1710950881242752
0.30415499210357666,0.29510191082954407
0.3410337269306183,0.1903281807899475
0.31497082114219666,0.21460185945034027
0.32570207118988037,0.19232553243637085
0.3162953853607178,0.17711493372917175
0.3143429756164551,0.17103447020053864
0.30941280722618103,0.16462428867816925
0.3037610948085785,0.16611510515213013
0.2998310923576355,0.16447748243808746
0.2981811761856079,0.16309210658073425
0.294281005859375,0.15841542184352875
0.2929651439189911,0.16588415205478668
0.2950846552848816,0.16052256524562836
0.2933047413825989,0.16383320093154907
0.296820729970932,0.16964642703533173
0.3015196621417999,0.15850496292114258
0.295667439699173,0.15828578174114227
0.29081252217292786,0.1575372815132141
0.28917819261550903,0.15792830288410187
0.28796470165252686,0.1556965708732605
0.287373423576355,0.17665725946426392
0.2918682098388672,0.1611889898777008
0.2920605540275574,0.15776078402996063
0.29121166467666626,0.15652160346508026
0.2896990478038788,0.15329021215438843
0.2883274555206299,0.15328149497509003
0.2868943512439728,0.15351197123527527
0.2877621054649353,0.15277841687202454
0.28458040952682495,0.15266010165214539
0.28395700454711914,0.2673165500164032
0.33751776814460754,0.1994229406118393
0.33485421538352966,0.19377699494361877
0.312176913022995,0.1775272935628891
0.3077554404735565,0.1690794825553894
0.30359911918640137,0.17173811793327332
0.29718196392059326,0.16709136962890625
